dataset,method,validity,l2_distance,pct_changed,normalized_distance,range_validity,autocorr_preservation,confidence,avg_time,avg_n_iter
FaultDetectionA,glacier,1.0,8.514757173061371,99.9578125,0.04824973608604836,0.93448828125,0.9565095848287685,0.5759287118911743,1.4563617181777955,
FaultDetectionA,imfact_default,1.0,18.924456136226652,99.99921875,0.10558582933796855,0.9415117187500001,0.6789365722532797,0.44324391782283784,0.42371469497680664,26.54
FaultDetectionA,native_guide,1.0,20.275951709747314,57.79296874999999,0.11704213256704687,0.9239296874999999,0.8247210742475833,0.45141021847724916,7.615725874900818,
FaultDetectionA,wachter,0.54,15.882849746280247,99.99855324074073,0.06437190763758427,0.9374565972222222,0.804083558675411,0.46851785094649706,3.3354483079910278,
