config,n_total,validity_rate,l2_norm_mean,normalized_distance_mean,n_components_changed_mean,range_validity_mean,autocorr_mean,temporal_consistency_mean,confidence_mean,elapsed_mean,n_errors
imfact_baseline,30,0.7,8.779038365681966,0.12673435489804055,3.7666666666666666,0.9657142857142857,0.9814769040283842,1.0,0.26858228594064715,0.015551352500915527,0
hungarian_matching,30,0.7333333333333333,8.340909624099732,0.12097456207127033,3.433333333333333,0.9702380952380952,0.9690930637049922,1.0,0.2711997071901957,0.01591792106628418,0
composite_reference,30,0.36666666666666664,7.895619328816732,0.11446146255983798,3.4,0.9711904761904762,0.96429931513315,1.0,0.31558685153722765,0.014840499560038248,0
fourier_decomposition,30,0.5333333333333333,11.582457081476848,0.16894299038799282,2.8666666666666667,0.9195238095238095,0.9456292070779425,1.0,0.2974135970075925,0.008332363764444987,0
