config,n_total,validity_rate,l2_norm_mean,normalized_distance_mean,n_components_changed_mean,range_validity_mean,autocorr_mean,temporal_consistency_mean,confidence_mean,elapsed_mean,n_errors
imfact_baseline,30,1.0,13.261063539981842,0.17999519874933476,2.4,0.8764475743348983,0.9997719335556396,1.0,0.6596487482388814,0.015610067049662273,0
hungarian_matching,30,1.0,12.219899940490723,0.16228025382280603,1.7333333333333334,0.9201095461658841,0.9999469598982746,1.0,0.6845530450344086,0.017172344525655112,0
composite_reference,30,0.7666666666666667,14.096257575352986,0.18812617889620264,1.8666666666666667,0.8812206572769953,0.9999158603366638,1.0,0.675559933980306,0.020577494303385416,0
fourier_decomposition,30,0.7,7.14345508813858,0.0951648790931764,2.3,0.9271517996870109,0.9976828830248547,1.0,0.6540660560131073,0.013214842478434245,0
